time,"P(B1|X1|X32)","P(B1|X1|X43)","P(B2|X8|X33)","P(B1|X1|X42)","V(B1|X1|X32)","V(B1|X1|X43)","V(B2|X8|X33)","V(B1|X1|X42)"
3.200000e-12,9.181404e-03,9.181404e-03,9.184833e-03,9.181404e-03,1.102138e-06,1.102138e-06,1.102586e-06,1.102138e-06
3.300000e-12,9.516187e-03,9.516187e-03,9.519751e-03,9.516187e-03,1.099947e-06,1.099947e-06,1.100391e-06,1.099947e-06
3.400000e-12,9.850646e-03,9.850646e-03,9.854343e-03,9.850646e-03,1.100187e-06,1.100187e-06,1.100622e-06,1.100187e-06
3.500000e-12,1.018544e-02,1.018544e-02,1.018927e-02,1.018544e-02,1.102403e-06,1.102403e-06,1.102830e-06,1.102403e-06
3.600000e-12,1.052111e-02,1.052111e-02,1.052507e-02,1.052111e-02,1.106136e-06,1.106136e-06,1.106552e-06,1.106136e-06
3.700000e-12,1.085804e-02,1.085804e-02,1.086212e-02,1.085804e-02,1.110938e-06,1.110938e-06,1.111345e-06,1.110938e-06
3.800000e-12,1.119650e-02,1.119650e-02,1.120070e-02,1.119650e-02,1.116396e-06,1.116396e-06,1.116794e-06,1.116396e-06
3.900000e-12,1.153663e-02,1.153663e-02,1.154095e-02,1.153663e-02,1.122142e-06,1.122142e-06,1.122533e-06,1.122142e-06
4.000000e-12,1.187848e-02,1.187848e-02,1.188292e-02,1.187848e-02,1.127860e-06,1.127860e-06,1.128246e-06,1.127860e-06
4.100000e-12,1.222200e-02,1.222200e-02,1.222656e-02,1.222200e-02,1.133295e-06,1.133295e-06,1.133677e-06,1.133295e-06
4.200000e-12,1.256708e-02,1.256708e-02,1.257175e-02,1.256708e-02,1.138250e-06,1.138250e-06,1.138631e-06,1.138250e-06
4.300000e-12,1.291356e-02,1.291356e-02,1.291835e-02,1.291356e-02,1.142585e-06,1.142585e-06,1.142969e-06,1.142585e-06
4.400000e-12,1.326124e-02,1.326124e-02,1.326615e-02,1.326124e-02,1.146217e-06,1.146217e-06,1.146603e-06,1.146217e-06
4.500000e-12,1.360991e-02,1.360991e-02,1.361493e-02,1.360991e-02,1.149107e-06,1.149107e-06,1.149498e-06,1.149107e-06
4.600000e-12,1.395934e-02,1.395934e-02,1.396448e-02,1.395934e-02,1.151259e-06,1.151259e-06,1.151654e-06,1.151259e-06
4.700000e-12,1.430932e-02,1.430932e-02,1.431458e-02,1.430932e-02,1.152710e-06,1.152710e-06,1.153109e-06,1.152710e-06
4.800000e-12,1.465964e-02,1.465964e-02,1.466503e-02,1.465964e-02,1.153520e-06,1.153520e-06,1.153924e-06,1.153520e-06
4.900000e-12,1.501014e-02,1.501014e-02,1.501565e-02,1.501014e-02,1.153769e-06,1.153769e-06,1.154177e-06,1.153769e-06
5.000000e-12,1.536064e-02,1.536064e-02,1.536628e-02,1.536064e-02,1.153550e-06,1.153550e-06,1.153961e-06,1.153550e-06
5.100000e-12,1.571103e-02,1.571103e-02,1.571679e-02,1.571103e-02,1.152957e-06,1.152957e-06,1.153369e-06,1.152957e-06
5.200000e-12,1.606120e-02,1.606120e-02,1.606709e-02,1.606120e-02,1.152085e-06,1.152085e-06,1.152499e-06,1.152085e-06
5.300000e-12,1.641109e-02,1.641109e-02,1.641710e-02,1.641109e-02,1.151026e-06,1.151026e-06,1.151440e-06,1.151026e-06
5.400000e-12,1.676065e-02,1.676065e-02,1.676678e-02,1.676065e-02,1.149863e-06,1.149863e-06,1.150276e-06,1.149863e-06
5.500000e-12,1.710985e-02,1.710985e-02,1.711611e-02,1.710985e-02,1.148667e-06,1.148667e-06,1.149079e-06,1.148667e-06
5.600000e-12,1.745870e-02,1.745870e-02,1.746508e-02,1.745870e-02,1.147500e-06,1.147500e-06,1.147909e-06,1.147500e-06
5.700000e-12,1.780721e-02,1.780721e-02,1.781372e-02,1.780721e-02,1.146410e-06,1.146410e-06,1.146817e-06,1.146410e-06
5.800000e-12,1.815541e-02,1.815541e-02,1.816204e-02,1.815541e-02,1.145433e-06,1.145433e-06,1.145838e-06,1.145433e-06
5.900000e-12,1.850333e-02,1.850333e-02,1.851009e-02,1.850333e-02,1.144593e-06,1.144593e-06,1.144996e-06,1.144593e-06
6.000000e-12,1.885103e-02,1.885103e-02,1.885791e-02,1.885103e-02,1.143904e-06,1.143904e-06,1.144306e-06,1.143904e-06
6.100000e-12,1.919854e-02,1.919854e-02,1.920554e-02,1.919854e-02,1.143371e-06,1.143371e-06,1.143771e-06,1.143371e-06
6.200000e-12,1.954591e-02,1.954591e-02,1.955303e-02,1.954591e-02,1.142989e-06,1.142989e-06,1.143389e-06,1.142989e-06
6.300000e-12,1.989318e-02,1.989318e-02,1.990043e-02,1.989318e-02,1.142749e-06,1.142749e-06,1.143149e-06,1.142749e-06
6.400000e-12,2.024041e-02,2.024041e-02,2.024777e-02,2.024041e-02,1.142636e-06,1.142636e-06,1.143037e-06,1.142636e-06
6.500000e-12,2.058761e-02,2.058761e-02,2.059510e-02,2.058761e-02,1.142633e-06,1.142633e-06,1.143034e-06,1.142633e-06
6.600000e-12,2.093482e-02,2.093482e-02,2.094243e-02,2.093482e-02,1.142720e-06,1.142720e-06,1.143122e-06,1.142720e-06
6.700000e-12,2.128207e-02,2.128207e-02,2.128980e-02,2.128207e-02,1.142878e-06,1.142878e-06,1.143281e-06,1.142878e-06
6.800000e-12,2.162937e-02,2.162937e-02,2.163723e-02,2.162937e-02,1.143086e-06,1.143086e-06,1.143490e-06,1.143086e-06
6.900000e-12,2.197675e-02,2.197675e-02,2.198472e-02,2.197675e-02,1.143327e-06,1.143327e-06,1.143731e-06,1.143327e-06
7.000000e-12,2.232419e-02,2.232419e-02,2.233229e-02,2.232419e-02,1.143583e-06,1.143583e-06,1.143988e-06,1.143583e-06
7.100000e-12,2.267171e-02,2.267171e-02,2.267993e-02,2.267171e-02,1.143841e-06,1.143841e-06,1.144247e-06,1.143841e-06
7.200000e-12,2.301931e-02,2.301931e-02,2.302766e-02,2.301931e-02,1.144089e-06,1.144089e-06,1.144495e-06,1.144089e-06
7.300000e-12,2.336698e-02,2.336698e-02,2.337545e-02,2.336698e-02,1.144318e-06,1.144318e-06,1.144725e-06,1.144318e-06
7.400000e-12,2.371471e-02,2.371471e-02,2.372331e-02,2.371471e-02,1.144522e-06,1.144522e-06,1.144928e-06,1.144522e-06
7.500000e-12,2.406250e-02,2.406250e-02,2.407122e-02,2.406250e-02,1.144696e-06,1.144696e-06,1.145101e-06,1.144696e-06
7.600000e-12,2.441034e-02,2.441034e-02,2.441918e-02,2.441034e-02,1.144837e-06,1.144837e-06,1.145243e-06,1.144837e-06
7.700000e-12,2.475822e-02,2.475822e-02,2.476718e-02,2.475822e-02,1.144947e-06,1.144947e-06,1.145352e-06,1.144947e-06
7.800000e-12,2.510613e-02,2.510613e-02,2.511521e-02,2.510613e-02,1.145026e-06,1.145026e-06,1.145430e-06,1.145026e-06
7.900000e-12,2.545405e-02,2.545405e-02,2.546326e-02,2.545405e-02,1.145076e-06,1.145076e-06,1.145480e-06,1.145076e-06
8.000000e-12,2.580199e-02,2.580199e-02,2.581132e-02,2.580199e-02,1.145102e-06,1.145102e-06,1.145505e-06,1.145102e-06
8.100000e-12,2.614993e-02,2.614993e-02,2.615939e-02,2.614993e-02,1.145106e-06,1.145106e-06,1.145509e-06,1.145106e-06
8.200000e-12,2.649787e-02,2.649787e-02,2.650745e-02,2.649787e-02,1.145093e-06,1.145093e-06,1.145496e-06,1.145093e-06
8.300000e-12,2.684581e-02,2.684581e-02,2.685551e-02,2.684581e-02,1.145067e-06,1.145067e-06,1.145470e-06,1.145067e-06
8.400000e-12,2.719373e-02,2.719373e-02,2.720356e-02,2.719373e-02,1.145032e-06,1.145032e-06,1.145435e-06,1.145032e-06
8.500000e-12,2.754165e-02,2.754165e-02,2.755159e-02,2.754165e-02,1.144992e-06,1.144992e-06,1.145396e-06,1.144992e-06
8.600000e-12,2.788955e-02,2.788955e-02,2.789962e-02,2.788955e-02,1.144950e-06,1.144950e-06,1.145354e-06,1.144950e-06
8.700000e-12,2.823744e-02,2.823744e-02,2.824763e-02,2.823744e-02,1.144909e-06,1.144909e-06,1.145313e-06,1.144909e-06
8.800000e-12,2.858532e-02,2.858532e-02,2.859563e-02,2.858532e-02,1.144871e-06,1.144871e-06,1.145275e-06,1.144871e-06
8.900000e-12,2.893319e-02,2.893319e-02,2.894363e-02,2.893319e-02,1.144838e-06,1.144838e-06,1.145242e-06,1.144838e-06
9.000000e-12,2.928105e-02,2.928105e-02,2.929161e-02,2.928105e-02,1.144811e-06,1.144811e-06,1.145215e-06,1.144811e-06
9.100000e-12,2.962890e-02,2.962890e-02,2.963958e-02,2.962890e-02,1.144790e-06,1.144790e-06,1.145194e-06,1.144790e-06
9.200000e-12,2.997675e-02,2.997675e-02,2.998755e-02,2.997675e-02,1.144776e-06,1.144776e-06,1.145181e-06,1.144776e-06
9.300000e-12,3.032459e-02,3.032459e-02,3.033552e-02,3.032459e-02,1.144769e-06,1.144769e-06,1.145174e-06,1.144769e-06
9.400000e-12,3.067243e-02,3.067243e-02,3.068348e-02,3.067243e-02,1.144769e-06,1.144769e-06,1.145174e-06,1.144769e-06
9.500000e-12,3.102028e-02,3.102028e-02,3.103145e-02,3.102028e-02,1.144774e-06,1.144774e-06,1.145179e-06,1.144774e-06
9.600000e-12,3.136812e-02,3.136812e-02,3.137942e-02,3.136812e-02,1.144785e-06,1.144785e-06,1.145189e-06,1.144785e-06
9.700000e-12,3.171597e-02,3.171597e-02,3.172739e-02,3.171597e-02,1.144799e-06,1.144799e-06,1.145204e-06,1.144799e-06
9.800000e-12,3.206383e-02,3.206383e-02,3.207537e-02,3.206383e-02,1.144818e-06,1.144818e-06,1.145222e-06,1.144818e-06
9.900000e-12,3.241169e-02,3.241169e-02,3.242335e-02,3.241169e-02,1.144838e-06,1.144838e-06,1.145243e-06,1.144838e-06
1.000000e-11,3.275955e-02,3.275955e-02,3.277134e-02,3.275955e-02,1.144861e-06,1.144861e-06,1.145265e-06,1.144861e-06
1.010000e-11,3.310743e-02,3.310743e-02,3.311934e-02,3.310743e-02,1.144884e-06,1.144884e-06,1.145288e-06,1.144884e-06
1.020000e-11,3.345531e-02,3.345531e-02,3.346734e-02,3.345531e-02,1.144908e-06,1.144908e-06,1.145312e-06,1.144908e-06
1.030000e-11,3.380320e-02,3.380320e-02,3.381535e-02,3.380320e-02,1.144931e-06,1.144931e-06,1.145335e-06,1.144931e-06
1.040000e-11,3.415109e-02,3.415109e-02,3.416337e-02,3.415109e-02,1.144954e-06,1.144954e-06,1.145358e-06,1.144954e-06
1.050000e-11,3.449899e-02,3.449899e-02,3.451139e-02,3.449899e-02,1.144976e-06,1.144976e-06,1.145380e-06,1.144976e-06
1.060000e-11,3.484690e-02,3.484690e-02,3.485942e-02,3.484690e-02,1.144996e-06,1.144996e-06,1.145400e-06,1.144996e-06
1.070000e-11,3.519481e-02,3.519481e-02,3.520746e-02,3.519481e-02,1.145016e-06,1.145016e-06,1.145420e-06,1.145016e-06
1.080000e-11,3.554273e-02,3.554273e-02,3.555550e-02,3.554273e-02,1.145034e-06,1.145034e-06,1.145438e-06,1.145034e-06
1.090000e-11,3.589066e-02,3.589066e-02,3.590355e-02,3.589066e-02,1.145051e-06,1.145051e-06,1.145455e-06,1.145051e-06
1.100000e-11,3.623859e-02,3.623859e-02,3.625160e-02,3.623859e-02,1.145067e-06,1.145067e-06,1.145471e-06,1.145067e-06
1.110000e-11,3.658652e-02,3.658652e-02,3.659966e-02,3.658652e-02,1.145081e-06,1.145081e-06,1.145486e-06,1.145081e-06
1.120000e-11,3.693446e-02,3.693446e-02,3.694772e-02,3.693446e-02,1.145095e-06,1.145095e-06,1.145500e-06,1.145095e-06
1.130000e-11,3.728241e-02,3.728241e-02,3.729579e-02,3.728241e-02,1.145109e-06,1.145109e-06,1.145513e-06,1.145109e-06
1.140000e-11,3.763035e-02,3.763035e-02,3.764386e-02,3.763035e-02,1.145122e-06,1.145122e-06,1.145526e-06,1.145122e-06
1.150000e-11,3.797830e-02,3.797830e-02,3.799193e-02,3.797830e-02,1.145134e-06,1.145134e-06,1.145539e-06,1.145134e-06
1.160000e-11,3.832626e-02,3.832626e-02,3.834001e-02,3.832626e-02,1.145147e-06,1.145147e-06,1.145551e-06,1.145147e-06
1.170000e-11,3.867422e-02,3.867422e-02,3.868809e-02,3.867422e-02,1.145159e-06,1.145159e-06,1.145564e-06,1.145159e-06
1.180000e-11,3.902218e-02,3.902218e-02,3.903618e-02,3.902218e-02,1.145172e-06,1.145172e-06,1.145576e-06,1.145172e-06
1.190000e-11,3.937015e-02,3.937015e-02,3.938427e-02,3.937015e-02,1.145185e-06,1.145185e-06,1.145589e-06,1.145185e-06
1.200000e-11,3.971812e-02,3.971812e-02,3.973236e-02,3.971812e-02,1.145198e-06,1.145198e-06,1.145603e-06,1.145198e-06
1.210000e-11,4.006609e-02,4.006609e-02,4.008046e-02,4.006609e-02,1.145212e-06,1.145212e-06,1.145616e-06,1.145212e-06
1.220000e-11,4.041407e-02,4.041407e-02,4.042856e-02,4.041407e-02,1.145226e-06,1.145226e-06,1.145630e-06,1.145226e-06
1.230000e-11,4.076205e-02,4.076205e-02,4.077667e-02,4.076205e-02,1.145240e-06,1.145240e-06,1.145645e-06,1.145240e-06
1.240000e-11,4.111004e-02,4.111004e-02,4.112478e-02,4.111004e-02,1.145255e-06,1.145255e-06,1.145660e-06,1.145255e-06
1.250000e-11,4.145803e-02,4.145803e-02,4.147289e-02,4.145803e-02,1.145270e-06,1.145270e-06,1.145675e-06,1.145270e-06
1.260000e-11,4.180603e-02,4.180603e-02,4.182101e-02,4.180603e-02,1.145286e-06,1.145286e-06,1.145691e-06,1.145286e-06
1.270000e-11,4.215403e-02,4.215403e-02,4.216914e-02,4.215403e-02,1.145302e-06,1.145302e-06,1.145707e-06,1.145302e-06
1.280000e-11,4.250204e-02,4.250204e-02,4.251727e-02,4.250204e-02,1.145319e-06,1.145319e-06,1.145723e-06,1.145319e-06
1.290000e-11,4.285005e-02,4.285005e-02,4.286540e-02,4.285005e-02,1.145335e-06,1.145335e-06,1.145740e-06,1.145335e-06
1.300000e-11,4.319807e-02,4.319807e-02,4.321354e-02,4.319807e-02,1.145352e-06,1.145352e-06,1.145757e-06,1.145352e-06
1.310000e-11,4.354609e-02,4.354609e-02,4.356169e-02,4.354609e-02,1.145369e-06,1.145369e-06,1.145774e-06,1.145369e-06
1.320000e-11,4.389412e-02,4.389412e-02,4.390984e-02,4.389412e-02,1.145387e-06,1.145387e-06,1.145791e-06,1.145387e-06
1.330000e-11,4.424215e-02,4.424215e-02,4.425799e-02,4.424215e-02,1.145404e-06,1.145404e-06,1.145809e-06,1.145404e-06
1.340000e-11,4.459019e-02,4.459019e-02,4.460615e-02,4.459019e-02,1.145422e-06,1.145422e-06,1.145826e-06,1.145422e-06
1.350000e-11,4.493823e-02,4.493823e-02,4.495432e-02,4.493823e-02,1.145439e-06,1.145439e-06,1.145844e-06,1.145439e-06
1.360000e-11,4.528628e-02,4.528628e-02,4.530249e-02,4.528628e-02,1.145457e-06,1.145457e-06,1.145862e-06,1.145457e-06
1.370000e-11,4.563433e-02,4.563433e-02,4.565067e-02,4.563433e-02,1.145475e-06,1.145475e-06,1.145880e-06,1.145475e-06
1.380000e-11,4.598239e-02,4.598239e-02,4.599885e-02,4.598239e-02,1.145493e-06,1.145493e-06,1.145898e-06,1.145493e-06
1.390000e-11,4.633045e-02,4.633045e-02,4.634704e-02,4.633045e-02,1.145511e-06,1.145511e-06,1.145916e-06,1.145511e-06
1.400000e-11,4.667853e-02,4.667853e-02,4.669523e-02,4.667853e-02,1.145529e-06,1.145529e-06,1.145934e-06,1.145529e-06
1.410000e-11,4.702660e-02,4.702660e-02,4.704343e-02,4.702660e-02,1.145547e-06,1.145547e-06,1.145952e-06,1.145547e-06
1.420000e-11,4.737468e-02,4.737468e-02,4.739163e-02,4.737468e-02,1.145566e-06,1.145566e-06,1.145970e-06,1.145566e-06
1.430000e-11,4.772277e-02,4.772277e-02,4.773984e-02,4.772277e-02,1.145584e-06,1.145584e-06,1.145989e-06,1.145584e-06
1.440000e-11,4.807086e-02,4.807086e-02,4.808806e-02,4.807086e-02,1.145603e-06,1.145603e-06,1.146007e-06,1.145603e-06
1.450000e-11,4.841896e-02,4.841896e-02,4.843628e-02,4.841896e-02,1.145621e-06,1.145621e-06,1.146026e-06,1.145621e-06
1.460000e-11,4.876706e-02,4.876706e-02,4.878451e-02,4.876706e-02,1.145640e-06,1.145640e-06,1.146045e-06,1.145640e-06
1.470000e-11,4.911517e-02,4.911517e-02,4.913274e-02,4.911517e-02,1.145659e-06,1.145659e-06,1.146064e-06,1.145659e-06
1.490000e-11,4.981141e-02,4.981141e-02,4.982922e-02,4.981141e-02,1.145697e-06,1.145697e-06,1.146102e-06,1.145697e-06
1.500000e-11,5.015954e-02,5.015954e-02,5.017747e-02,5.015954e-02,1.145716e-06,1.145716e-06,1.146121e-06,1.145716e-06
1.510000e-11,5.050767e-02,5.050767e-02,5.052573e-02,5.050767e-02,1.145736e-06,1.145736e-06,1.146141e-06,1.145736e-06
1.520000e-11,5.085581e-02,5.085581e-02,5.087399e-02,5.085581e-02,1.145755e-06,1.145755e-06,1.146160e-06,1.145755e-06
1.530000e-11,5.120395e-02,5.120395e-02,5.122226e-02,5.120395e-02,1.145775e-06,1.145775e-06,1.146180e-06,1.145775e-06
1.540000e-11,5.155210e-02,5.155210e-02,5.157053e-02,5.155210e-02,1.145795e-06,1.145795e-06,1.146200e-06,1.145795e-06
1.550000e-11,5.190026e-02,5.190026e-02,5.191881e-02,5.190026e-02,1.145815e-06,1.145815e-06,1.146220e-06,1.145815e-06
1.560000e-11,5.224842e-02,5.224842e-02,5.226710e-02,5.224842e-02,1.145835e-06,1.145835e-06,1.146240e-06,1.145835e-06
1.570000e-11,5.259659e-02,5.259659e-02,5.261539e-02,5.259659e-02,1.145856e-06,1.145856e-06,1.146260e-06,1.145856e-06
1.580000e-11,5.294477e-02,5.294477e-02,5.296369e-02,5.294477e-02,1.145876e-06,1.145876e-06,1.146281e-06,1.145876e-06
1.590000e-11,5.329295e-02,5.329295e-02,5.331199e-02,5.329295e-02,1.145897e-06,1.145897e-06,1.146301e-06,1.145897e-06
1.600000e-11,5.364114e-02,5.364114e-02,5.366030e-02,5.364114e-02,1.145917e-06,1.145917e-06,1.146322e-06,1.145917e-06
1.610000e-11,5.398933e-02,5.398933e-02,5.400862e-02,5.398933e-02,1.145938e-06,1.145938e-06,1.146343e-06,1.145938e-06
1.620000e-11,5.433753e-02,5.433753e-02,5.435694e-02,5.433753e-02,1.145959e-06,1.145959e-06,1.146364e-06,1.145959e-06
1.630000e-11,5.468574e-02,5.468574e-02,5.470527e-02,5.468574e-02,1.145981e-06,1.145981e-06,1.146386e-06,1.145981e-06
1.640000e-11,5.503395e-02,5.503395e-02,5.505361e-02,5.503395e-02,1.146002e-06,1.146002e-06,1.146407e-06,1.146002e-06
1.650000e-11,5.538217e-02,5.538217e-02,5.540195e-02,5.538217e-02,1.146024e-06,1.146024e-06,1.146428e-06,1.146024e-06
1.660000e-11,5.573040e-02,5.573040e-02,5.575030e-02,5.573040e-02,1.146045e-06,1.146045e-06,1.146450e-06,1.146045e-06
1.670000e-11,5.607863e-02,5.607863e-02,5.609866e-02,5.607863e-02,1.146067e-06,1.146067e-06,1.146472e-06,1.146067e-06
1.680000e-11,5.642687e-02,5.642687e-02,5.644702e-02,5.642687e-02,1.146089e-06,1.146089e-06,1.146494e-06,1.146089e-06
1.690000e-11,5.677512e-02,5.677512e-02,5.679539e-02,5.677512e-02,1.146111e-06,1.146111e-06,1.146516e-06,1.146111e-06
1.700000e-11,5.712337e-02,5.712337e-02,5.714377e-02,5.712337e-02,1.146133e-06,1.146133e-06,1.146538e-06,1.146133e-06
1.710000e-11,5.747163e-02,5.747163e-02,5.749215e-02,5.747163e-02,1.146155e-06,1.146155e-06,1.146560e-06,1.146155e-06
1.720000e-11,5.781990e-02,5.781990e-02,5.784054e-02,5.781990e-02,1.146178e-06,1.146178e-06,1.146583e-06,1.146178e-06
1.730000e-11,5.816817e-02,5.816817e-02,5.818894e-02,5.816817e-02,1.146200e-06,1.146200e-06,1.146605e-06,1.146200e-06
1.740000e-11,5.851645e-02,5.851645e-02,5.853734e-02,5.851645e-02,1.146223e-06,1.146223e-06,1.146628e-06,1.146223e-06
1.750000e-11,5.886474e-02,5.886474e-02,5.888575e-02,5.886474e-02,1.146246e-06,1.146246e-06,1.146651e-06,1.146246e-06
1.760000e-11,5.921304e-02,5.921304e-02,5.923417e-02,5.921304e-02,1.146269e-06,1.146269e-06,1.146674e-06,1.146269e-06
1.770000e-11,5.956134e-02,5.956134e-02,5.958259e-02,5.956134e-02,1.146292e-06,1.146292e-06,1.146697e-06,1.146292e-06
1.780000e-11,5.990965e-02,5.990965e-02,5.993102e-02,5.990965e-02,1.146316e-06,1.146316e-06,1.146721e-06,1.146316e-06
1.790000e-11,6.025796e-02,6.025796e-02,6.027946e-02,6.025796e-02,1.146339e-06,1.146339e-06,1.146744e-06,1.146339e-06
1.800000e-11,6.060628e-02,6.060628e-02,6.062791e-02,6.060628e-02,1.146363e-06,1.146363e-06,1.146768e-06,1.146363e-06
1.810000e-11,6.095461e-02,6.095461e-02,6.097636e-02,6.095461e-02,1.146386e-06,1.146386e-06,1.146791e-06,1.146386e-06
1.820000e-11,6.130295e-02,6.130295e-02,6.132482e-02,6.130295e-02,1.146410e-06,1.146410e-06,1.146815e-06,1.146410e-06
1.830000e-11,6.165129e-02,6.165129e-02,6.167329e-02,6.165129e-02,1.146434e-06,1.146434e-06,1.146839e-06,1.146434e-06
1.840000e-11,6.199965e-02,6.199965e-02,6.202176e-02,6.199965e-02,1.146458e-06,1.146458e-06,1.146863e-06,1.146458e-06
1.850000e-11,6.234801e-02,6.234801e-02,6.237024e-02,6.234801e-02,1.146483e-06,1.146483e-06,1.146888e-06,1.146483e-06
1.860000e-11,6.269637e-02,6.269637e-02,6.271873e-02,6.269637e-02,1.146507e-06,1.146507e-06,1.146912e-06,1.146507e-06
1.870000e-11,6.304475e-02,6.304475e-02,6.306723e-02,6.304475e-02,1.146532e-06,1.146532e-06,1.146937e-06,1.146532e-06
1.880000e-11,6.339313e-02,6.339313e-02,6.341574e-02,6.339313e-02,1.146556e-06,1.146556e-06,1.146961e-06,1.146556e-06
1.890000e-11,6.374152e-02,6.374152e-02,6.376425e-02,6.374152e-02,1.146581e-06,1.146581e-06,1.146986e-06,1.146581e-06
1.900000e-11,6.408991e-02,6.408991e-02,6.411277e-02,6.408991e-02,1.146606e-06,1.146606e-06,1.147011e-06,1.146606e-06
1.910000e-11,6.443832e-02,6.443832e-02,6.446129e-02,6.443832e-02,1.146631e-06,1.146631e-06,1.147036e-06,1.146631e-06
